10075	NOUN	498086	NOUN	Direct
10076	NOUN	15006433	NOUN	Direct
10078	NOUN	3881078	NOUN	Direct
10079	ADJECTIVE	2272367	ADJECTIVE	Direct
1008	NOUN	4791400	NOUN	Direct
10080	ADJECTIVE	1704554	ADJECTIVE	Direct
10084	ADVERB	162675	ADVERB	Direct
10085	ADVERB	162675	ADVERB	Direct
10086	NOUN	6221477	NOUN	Direct
10087	NOUN	8399703	NOUN	Direct
10088	NOUN	6334856	NOUN	Direct
10089	NOUN	6984444	NOUN	Direct
1009	NOUN	1109584	NOUN	Direct
10090	NOUN	10358254	NOUN	Direct
10094	NOUN	3077517	NOUN	Direct
19579	NOUN	13510669	NOUN	Direct
10096	ADJECTIVE	703371	ADJECTIVE	Direct
10102	NOUN	3006854	NOUN	Direct
10106	NOUN	6320839	NOUN	Direct
10107	NOUN	6043371	NOUN	Direct
10109	NOUN	8400049	NOUN	Direct
1011	NOUN	5560123	NOUN	Direct
10110	NOUN	4843615	NOUN	Direct
10111	NOUN	6543071	NOUN	Direct
10112	NOUN	13374325	NOUN	Direct
10114	NOUN	10593335	NOUN	Direct
10115	NOUN	1500823	NOUN	Direct
10116	NOUN	6542376	NOUN	Direct
10117	NOUN	656721	NOUN	Direct
10118	NOUN	1379738	NOUN	Direct
1012	NOUN	13957559	NOUN	Direct
10120	ADJECTIVE	58628	ADJECTIVE	Direct
10121	NOUN	10365186	NOUN	Direct
10122	NOUN	9406617	NOUN	Direct
10125	NOUN	6256351	NOUN	Direct
10126	NOUN	6256260	NOUN	Direct
10127	NOUN	7062012	NOUN	Direct
10128	NOUN	6598769	NOUN	Direct
10129	NOUN	10014128	NOUN	Direct
1013	NOUN	4575846	NOUN	Direct
8112	NOUN	10069255	NOUN	Direct
10135	NOUN	3828839	NOUN	Direct
10136	NOUN	5627901	NOUN	Direct
8094	VERB	292692	VERB	Direct
10138	NOUN	13956064	NOUN	Direct
10139	NOUN	9895566	NOUN	Direct
1014	ADJECTIVE	2578705	ADJECTIVE	Direct
10140	NOUN	14269214	NOUN	Direct
10142	ADJECTIVE	2547051	ADJECTIVE	Direct
10143	VERB	43411	VERB	Direct
10144	VERB	202884	VERB	Direct
10146	NOUN	5093625	NOUN	Direct
10148	NOUN	6427018	NOUN	Direct
10152	NOUN	6434335	NOUN	Direct
10156	NOUN	14368344	NOUN	Direct
10157	VERB	547368	VERB	Direct
10158	VERB	453542	VERB	Direct
10159	VERB	92794	VERB	Direct
10161	NOUN	6303988	NOUN	Direct
10163	NOUN	4814487	NOUN	Direct
10164	NOUN	1227579	NOUN	Direct
10165	NOUN	7234830	NOUN	Direct
1017	NOUN	9268462	NOUN	Direct
10171	ADJECTIVE	460222	ADJECTIVE	Direct
16614	ADJECTIVE	2054439	ADJECTIVE	Direct
10173	NOUN	13959275	NOUN	Direct
10175	NOUN	9087696	NOUN	Direct
7998	ADJECTIVE	335729	ADJECTIVE	Direct
1018	NOUN	437206	NOUN	Direct
10180	NOUN	1028510	NOUN	Direct
10181	NOUN	65701	NOUN	Direct
7975	NOUN	1026392	NOUN	Direct
10183	NOUN	9659172	NOUN	Direct
10186	ADJECTIVE	152851	ADJECTIVE	Direct
10190	VERB	1033351	VERB	Direct
10191	ADVERB	292473	ADVERB	Direct
7972	NOUN	2976499	NOUN	Direct
10193	NOUN	9555031	NOUN	Direct
10195	ADJECTIVE	2653860	ADJECTIVE	Direct
10197	NOUN	6240872	NOUN	Direct
10198	ADJECTIVE	1913245	ADJECTIVE	Direct
10199	ADJECTIVE	1891751	ADJECTIVE	Direct
10201	NOUN	869310	NOUN	Direct
10202	NOUN	7700322	NOUN	Direct
10207	NOUN	10401755	NOUN	Direct
10208	NOUN	1223427	NOUN	Direct
10209	NOUN	6439682	NOUN	Direct
10211	NOUN	5940360	NOUN	Direct
10215	ADJECTIVE	2879628	ADJECTIVE	Direct
10216	NOUN	10484811	NOUN	Direct
10217	NOUN	5568857	NOUN	Direct
10219	NOUN	14856918	NOUN	Direct
1022	NOUN	3362210	NOUN	Direct
10221	NOUN	4641762	NOUN	Direct
10223	NOUN	8152643	NOUN	Direct
19592	NOUN	4188260	NOUN	Direct
10227	NOUN	9549216	NOUN	Direct
10229	NOUN	6675879	NOUN	Direct
1023	NOUN	8509197	NOUN	Direct
10230	VERB	149995	VERB	Direct
10235	NOUN	7595403	NOUN	Direct
10236	NOUN	7397929	NOUN	Direct
10237	NOUN	11969058	NOUN	Direct
10240	NOUN	14342749	NOUN	Direct
10241	NOUN	4202576	NOUN	Direct
10244	ADJECTIVE	20603	ADJECTIVE	Direct
10246	ADJECTIVE	239132	ADJECTIVE	Direct
10249	NOUN	10357450	NOUN	Direct
10250	NOUN	10357450	NOUN	Direct
10251	ADJECTIVE	393049	ADJECTIVE	Direct
10252	NOUN	9985760	NOUN	Direct
10253	ADJECTIVE	2206421	ADJECTIVE	Direct
10256	NOUN	4756877	NOUN	Direct
10259	ADJECTIVE	2017642	ADJECTIVE	Direct
1026	ADVERB	212202	ADVERB	Direct
10261	ADJECTIVE	808910	ADJECTIVE	Direct
10262	NOUN	6700319	NOUN	Direct
10263	NOUN	11810708	NOUN	Direct
10264	NOUN	7243243	NOUN	Direct
10267	NOUN	14478259	NOUN	Direct
10268	ADJECTIVE	2972554	ADJECTIVE	Direct
10270	NOUN	13569316	NOUN	Direct
10271	ADJECTIVE	2664928	ADJECTIVE	Direct
10274	ADJECTIVE	2280265	ADJECTIVE	Direct
10277	ADJECTIVE	84521	ADJECTIVE	Direct
10278	ADJECTIVE	1920988	ADJECTIVE	Direct
10279	NOUN	13818438	NOUN	Direct
7942	NOUN	3421120	NOUN	Direct
10282	NOUN	5585266	NOUN	Direct
10286	NOUN	13325078	NOUN	Direct
10287	ADJECTIVE	1081363	ADJECTIVE	Direct
10289	ADJECTIVE	1102161	ADJECTIVE	Direct
1029	NOUN	9149673	NOUN	Direct
10293	NOUN	5137266	NOUN	Direct
10295	VERB	1912958	VERB	Direct
103	NOUN	5641748	NOUN	Direct
10300	VERB	971817	VERB	Direct
10302	ADJECTIVE	1229140	ADJECTIVE	Direct
10303	NOUN	4853574	NOUN	Direct
10304	NOUN	6124677	NOUN	Direct
10305	ADJECTIVE	2438544	ADJECTIVE	Direct
10306	NOUN	176880	NOUN	Direct
10310	VERB	565648	VERB	Direct
10311	NOUN	5533664	NOUN	Direct
10312	NOUN	10184415	NOUN	Direct
10313	NOUN	9498958	NOUN	Direct
10314	NOUN	86181	NOUN	Direct
10315	NOUN	5056303	NOUN	Direct
10316	NOUN	7323818	NOUN	Direct
10319	NOUN	10239992	NOUN	Direct
10320	ADJECTIVE	2362130	ADJECTIVE	Direct
10323	NOUN	4855134	NOUN	Direct
10324	NOUN	6303867	NOUN	Direct
10325	NOUN	7113279	NOUN	Direct
10326	NOUN	3094343	NOUN	Direct
10328	NOUN	14168180	NOUN	Direct
1033	ADJECTIVE	3216671	ADJECTIVE	Direct
10330	NOUN	13871855	NOUN	Direct
10332	NOUN	7286385	NOUN	Direct
10334	NOUN	9156319	NOUN	Direct
10335	NOUN	11342194	NOUN	Direct
10336	NOUN	4955042	NOUN	Direct
10337	NOUN	14574696	NOUN	Direct
10344	NOUN	4181031	NOUN	Direct
10346	NOUN	501485	NOUN	Direct
10347	NOUN	7229444	NOUN	Direct
1035	NOUN	14897193	NOUN	Direct
10350	NOUN	8166340	NOUN	Direct
10351	ADJECTIVE	1549132	ADJECTIVE	Direct
10354	ADJECTIVE	1467058	ADJECTIVE	Direct
10355	NOUN	10516672	NOUN	Direct
10358	NOUN	6462952	NOUN	Direct
10359	NOUN	8527581	NOUN	Direct
1036	NOUN	10128785	NOUN	Direct
10360	NOUN	13248708	NOUN	Direct
10363	ADJECTIVE	1084833	ADJECTIVE	Direct
10365	ADJECTIVE	1214779	ADJECTIVE	Direct
10367	NOUN	7303868	NOUN	Direct
10368	NOUN	15082034	NOUN	Direct
10371	ADJECTIVE	1399467	ADJECTIVE	Direct
10372	NOUN	14011354	NOUN	Direct
10374	NOUN	6445488	NOUN	Direct
10377	NOUN	6070981	NOUN	Direct
10378	ADJECTIVE	1258344	ADJECTIVE	Direct
10379	NOUN	9784621	NOUN	Direct
1038	NOUN	7658927	NOUN	Direct
10380	NOUN	876866	NOUN	Direct
30963	ADJECTIVE	1329897	ADJECTIVE	Direct
10388	NOUN	10359094	NOUN	Direct
10389	NOUN	14660603	NOUN	Direct
10391	NOUN	9633952	NOUN	Direct
10392	ADJECTIVE	77984	ADJECTIVE	Direct
10394	NOUN	6640518	NOUN	Direct
10395	VERB	633654	VERB	Direct
10396	NOUN	5552907	NOUN	Direct
10398	NOUN	4689765	NOUN	Direct
104	NOUN	7377995	NOUN	Direct
1040	NOUN	942425	NOUN	Direct
10400	NOUN	9479363	NOUN	Direct
10401	NOUN	806811	NOUN	Direct
10402	NOUN	5552907	NOUN	Direct
10403	NOUN	1174076	NOUN	Direct
10408	NOUN	1084001	NOUN	Direct
10410	NOUN	9894330	NOUN	Direct
10411	NOUN	13690033	NOUN	Direct
10413	ADJECTIVE	1820154	ADJECTIVE	Direct
33927	NOUN	10239992	NOUN	Direct
10415	NOUN	7858393	NOUN	Direct
10416	ADJECTIVE	603383	ADJECTIVE	Direct
10417	NOUN	5265957	NOUN	Direct
1042	NOUN	948654	NOUN	Direct
10420	ADJECTIVE	1260229	ADJECTIVE	Direct
33911	ADJECTIVE	494249	ADJECTIVE	Direct
10422	NOUN	5690822	NOUN	Direct
10426	NOUN	9935836	NOUN	Direct
10427	NOUN	1227279	NOUN	Direct
10429	NOUN	14334507	NOUN	Direct
10431	NOUN	3632455	NOUN	Direct
10432	NOUN	14101237	NOUN	Direct
10436	ADJECTIVE	2165923	ADJECTIVE	Direct
10438	NOUN	5222547	NOUN	Direct
10439	NOUN	10493714	NOUN	Direct
10440	NOUN	9741298	NOUN	Direct
10441	NOUN	7316426	NOUN	Direct
10442	NOUN	13091403	NOUN	Direct
19586	NOUN	13520273	NOUN	Direct
10445	NOUN	5091880	NOUN	Direct
10446	NOUN	10568161	NOUN	Direct
10448	NOUN	6096615	NOUN	Direct
10449	NOUN	5999387	NOUN	Direct
1045	NOUN	7413685	NOUN	Direct
10452	NOUN	13552648	NOUN	Direct
10454	NOUN	1055262	NOUN	Direct
10455	NOUN	10044606	NOUN	Direct
33915	NOUN	14403987	NOUN	Direct
1046	NOUN	9398864	NOUN	Direct
10460	NOUN	13146343	NOUN	Direct
19213	NOUN	9573757	NOUN	Direct
10462	NOUN	9796760	NOUN	Direct
10467	ADJECTIVE	623643	ADJECTIVE	Direct
1047	ADJECTIVE	585091	ADJECTIVE	Direct
10470	NOUN	9863809	NOUN	Direct
10475	NOUN	6136820	NOUN	Direct
10476	NOUN	7968657	NOUN	Direct
10478	NOUN	3686351	NOUN	Direct
1048	NOUN	10495296	NOUN	Direct
10480	NOUN	13303535	NOUN	Direct
10484	ADJECTIVE	564022	ADJECTIVE	Direct
10485	NOUN	5087109	NOUN	Direct
10487	NOUN	63149	NOUN	Direct
10488	NOUN	10590310	NOUN	Direct
1049	ADJECTIVE	1002071	ADJECTIVE	Direct
10490	NOUN	10047112	NOUN	Direct
10492	NOUN	5177659	NOUN	Direct
10493	NOUN	13096459	NOUN	Direct
10495	NOUN	179707	NOUN	Direct
10496	NOUN	8211871	NOUN	Direct
10497	NOUN	10590549	NOUN	Direct
105	NOUN	6600193	NOUN	Direct
1050	NOUN	9864298	NOUN	Direct
10500	NOUN	13865290	NOUN	Direct
10505	NOUN	9770515	NOUN	Direct
10506	NOUN	4183023	NOUN	Direct
10507	NOUN	6561929	NOUN	Direct
10508	NOUN	14502011	NOUN	Direct
10510	NOUN	6451291	NOUN	Direct
10512	NOUN	6261908	NOUN	Direct
10513	NOUN	10576361	NOUN	Direct
10514	NOUN	2647145	NOUN	Direct
10516	NOUN	14402929	NOUN	Direct
10517	NOUN	6392651	NOUN	Direct
10518	NOUN	2902207	NOUN	Direct
10521	NOUN	6464925	NOUN	Direct
10524	NOUN	12729709	NOUN	Direct
10529	NOUN	8324833	NOUN	Direct
10530	NOUN	8294593	NOUN	Direct
10532	NOUN	8171623	NOUN	Direct
10535	NOUN	6298756	NOUN	Direct
10540	NOUN	5567258	NOUN	Direct
10541	NOUN	1083042	NOUN	Direct
10546	NOUN	6033704	NOUN	Direct
10548	NOUN	6041125	NOUN	Direct
10550	NOUN	13859987	NOUN	Direct
10551	NOUN	610018	NOUN	Direct
10552	NOUN	11299050	NOUN	Direct
10559	ADJECTIVE	709908	ADJECTIVE	Direct
10561	NOUN	2676307	NOUN	Direct
10562	NOUN	6318261	NOUN	Direct
10571	NOUN	646507	NOUN	Direct
10575	NOUN	2706624	NOUN	Direct
10580	NOUN	13745873	NOUN	Direct
10583	NOUN	11308334	NOUN	Direct
10585	NOUN	5959446	NOUN	Direct
10586	NOUN	3703737	NOUN	Direct
10587	NOUN	6004253	NOUN	Direct
10588	ADJECTIVE	3069052	ADJECTIVE	Direct
1059	NOUN	9288853	NOUN	Direct
10590	NOUN	10574710	NOUN	Direct
10591	NOUN	10536152	NOUN	Direct
10595	NOUN	5254787	NOUN	Direct
10596	NOUN	4888607	NOUN	Direct
10598	NOUN	2042780	NOUN	Direct
106	NOUN	6599823	NOUN	Direct
10600	NOUN	10125659	NOUN	Direct
10602	ADJECTIVE	465310	ADJECTIVE	Direct
10603	NOUN	5199447	NOUN	Direct
10606	NOUN	15091987	NOUN	Direct
10607	NOUN	4349065	NOUN	Direct
10609	NOUN	8526027	NOUN	Direct
10610	NOUN	5361049	NOUN	Direct
10614	ADJECTIVE	1886210	ADJECTIVE	Direct
10615	ADJECTIVE	80329	ADJECTIVE	Direct
10617	NOUN	13997452	NOUN	Direct
1062	NOUN	11319502	NOUN	Direct
10620	ADJECTIVE	3154206	ADJECTIVE	Direct
10623	NOUN	6045650	NOUN	Direct
10624	NOUN	3352386	NOUN	Direct
10625	ADJECTIVE	2526259	ADJECTIVE	Direct
10626	NOUN	13214226	NOUN	Direct
10628	NOUN	3221829	NOUN	Direct
10629	NOUN	216238	NOUN	Direct
10631	NOUN	10286920	NOUN	Direct
10633	NOUN	160972	NOUN	Direct
1064	NOUN	13950339	NOUN	Direct
10640	NOUN	13424384	NOUN	Direct
10642	NOUN	927166	NOUN	Direct
10643	NOUN	10356685	NOUN	Direct
10645	NOUN	9724452	NOUN	Direct
10647	NOUN	1246739	NOUN	Direct
33916	NOUN	14403987	NOUN	Direct
10649	NOUN	2698813	NOUN	Direct
1065	NOUN	13941255	NOUN	Direct
10651	NOUN	6636705	NOUN	Direct
10653	NOUN	8300592	NOUN	Direct
10654	NOUN	10571851	NOUN	Direct
10656	ADJECTIVE	51682	ADJECTIVE	Direct
10657	NOUN	6409244	NOUN	Direct
10658	NOUN	6399294	NOUN	Direct
1066	NOUN	3361310	NOUN	Direct
10660	NOUN	6433820	NOUN	Direct
10661	NOUN	2925272	NOUN	Direct
10662	NOUN	578036	NOUN	Direct
10665	NOUN	6645861	NOUN	Direct
10667	NOUN	13152474	NOUN	Direct
1067	NOUN	9885824	NOUN	Direct
10673	ADJECTIVE	74631	ADJECTIVE	Direct
10674	NOUN	6080120	NOUN	Direct
10676	ADJECTIVE	2595607	ADJECTIVE	Direct
10677	NOUN	13127523	NOUN	Direct
10679	ADJECTIVE	1311326	ADJECTIVE	Direct
10680	NOUN	2738073	NOUN	Direct
10684	NOUN	14888341	NOUN	Direct
10687	NOUN	862637	NOUN	Direct
10689	VERB	2284688	VERB	Direct
10690	NOUN	12347500	NOUN	Direct
10691	NOUN	399861	NOUN	Direct
10694	NOUN	6400907	NOUN	Direct
10697	NOUN	13560219	NOUN	Direct
10698	NOUN	6715816	NOUN	Direct
10699	NOUN	13435739	NOUN	Direct
107	NOUN	6691824	NOUN	Direct
10703	NOUN	382918	NOUN	Direct
10705	ADJECTIVE	2341695	ADJECTIVE	Direct
10706	ADJECTIVE	2342571	ADJECTIVE	Direct
10707	NOUN	14433343	NOUN	Direct
10708	ADJECTIVE	199264	ADJECTIVE	Direct
10710	ADJECTIVE	2655924	ADJECTIVE	Direct
10712	NOUN	2812286	NOUN	Direct
10713	NOUN	3892543	NOUN	Direct
10714	NOUN	13700770	NOUN	Direct
10715	NOUN	6625502	NOUN	Direct
10716	ADJECTIVE	2419459	ADJECTIVE	Direct
10717	NOUN	3456147	NOUN	Direct
1072	NOUN	5480848	NOUN	Direct
10720	NOUN	910601	NOUN	Direct
10722	NOUN	4226309	NOUN	Direct
10723	NOUN	14312455	NOUN	Direct
10727	NOUN	14709880	NOUN	Direct
10728	NOUN	11537928	NOUN	Direct
10729	NOUN	13594148	NOUN	Direct
1073	NOUN	5480594	NOUN	Direct
10730	NOUN	6285866	NOUN	Direct
10733	ADJECTIVE	2541245	ADJECTIVE	Direct
10735	VERB	1347193	VERB	Direct
10737	NOUN	6228825	NOUN	Direct
10739	ADJECTIVE	1651131	ADJECTIVE	Direct
1074	NOUN	7010564	NOUN	Direct
10740	ADJECTIVE	1649027	ADJECTIVE	Direct
10743	NOUN	13409055	NOUN	Direct
10744	NOUN	6994809	NOUN	Direct
10745	VERB	2535439	VERB	Direct
10746	VERB	787358	VERB	Direct
10748	NOUN	4697001	NOUN	Direct
10749	NOUN	3190439	NOUN	Direct
10752	ADJECTIVE	2655665	ADJECTIVE	Direct
10753	NOUN	83322	NOUN	Direct
10754	NOUN	11998186	NOUN	Direct
10755	ADJECTIVE	1417630	ADJECTIVE	Direct
10756	NOUN	5195187	NOUN	Direct
10758	NOUN	4099614	NOUN	Direct
10759	ADVERB	76594	ADVERB	Direct
10760	NOUN	4455810	NOUN	Direct
10766	NOUN	7630114	NOUN	Direct
10769	NOUN	3418103	NOUN	Direct
10771	NOUN	3688572	NOUN	Direct
10774	NOUN	6606514	NOUN	Direct
10775	NOUN	14094830	NOUN	Direct
10776	VERB	36789	VERB	Direct
10777	NOUN	3094538	NOUN	Direct
10778	NOUN	14235248	NOUN	Direct
10780	NOUN	5880055	NOUN	Direct
10782	ADJECTIVE	1424625	ADJECTIVE	Direct
10785	NOUN	13791900	NOUN	Direct
10788	VERB	1831361	VERB	Direct
10789	ADJECTIVE	2263051	ADJECTIVE	Direct
1079	NOUN	13159702	NOUN	Direct
10791	NOUN	7209466	NOUN	Direct
10792	ADJECTIVE	2262966	ADJECTIVE	Direct
10794	VERB	2725216	VERB	Direct
10795	NOUN	8775417	NOUN	Direct
10796	NOUN	13523695	NOUN	Direct
10797	ADVERB	15032	ADVERB	Direct
10799	ADJECTIVE	1787070	ADJECTIVE	Direct
108	NOUN	5696960	NOUN	Direct
10800	NOUN	10292737	NOUN	Direct
10801	NOUN	9394108	NOUN	Direct
10802	VERB	1675955	VERB	Direct
10804	NOUN	3407259	NOUN	Direct
10805	NOUN	8049700	NOUN	Direct
10808	ADJECTIVE	2275012	ADJECTIVE	Direct
10810	ADJECTIVE	2188337	ADJECTIVE	Direct
10813	ADJECTIVE	1610028	ADJECTIVE	Direct
10814	NOUN	6854161	NOUN	Direct
10816	NOUN	9590934	NOUN	Direct
10817	NOUN	777440	NOUN	Direct
10819	ADVERB	75503	ADVERB	Direct
10820	ADJECTIVE	76117	ADJECTIVE	Direct
10822	NOUN	15012957	NOUN	Direct
10823	NOUN	15011660	NOUN	Direct
10826	NOUN	2828722	NOUN	Direct
10827	ADVERB	12154	ADVERB	Direct
10829	NOUN	2887775	NOUN	Direct
10830	NOUN	8194558	NOUN	Direct
10831	NOUN	8777439	NOUN	Direct
10835	ADVERB	63164	ADVERB	Direct
10837	ADJECTIVE	2267238	ADJECTIVE	Direct
10838	NOUN	8847419	NOUN	Direct
10839	NOUN	5663376	NOUN	Direct
1084	NOUN	13893671	NOUN	Direct
10840	NOUN	6289040	NOUN	Direct
10841	NOUN	13438744	NOUN	Direct
10842	NOUN	15011979	NOUN	Direct
10843	NOUN	7119028	NOUN	Direct
10844	VERB	1481373	VERB	Direct
10846	NOUN	15010835	NOUN	Direct
19406	ADJECTIVE	343906	ADJECTIVE	Direct
10848	NOUN	6157691	NOUN	Direct
1085	NOUN	14011752	NOUN	Direct
10850	VERB	516180	VERB	Direct
10851	NOUN	15011276	NOUN	Direct
10852	VERB	1333895	VERB	Direct
10853	NOUN	13470146	NOUN	Direct
10855	NOUN	6502031	NOUN	Direct
10856	NOUN	9546634	NOUN	Direct
1086	NOUN	13930099	NOUN	Direct
10860	VERB	1357157	VERB	Direct
10863	VERB	2010114	VERB	Direct
10865	NOUN	10236454	NOUN	Direct
10866	VERB	1334696	VERB	Direct
10867	NOUN	2972284	NOUN	Direct
10868	NOUN	935733	NOUN	Direct
10869	NOUN	8600800	NOUN	Direct
1087	ADJECTIVE	1826495	ADJECTIVE	Direct
10871	VERB	1153919	VERB	Direct
10873	NOUN	9585965	NOUN	Direct
10875	NOUN	6885764	NOUN	Direct
1088	ADJECTIVE	163709	ADJECTIVE	Direct
10880	NOUN	7665166	NOUN	Direct
10884	NOUN	8164594	NOUN	Direct
10885	NOUN	13544036	NOUN	Direct
10886	NOUN	9057648	NOUN	Direct
10887	NOUN	8438774	NOUN	Direct
10888	NOUN	14395621	NOUN	Direct
10889	ADVERB	107782	ADVERB	Direct
1089	NOUN	6524199	NOUN	Direct
10890	NOUN	14534785	NOUN	Direct
10891	NOUN	8776233	NOUN	Direct
10892	NOUN	8778283	NOUN	Direct
10893	NOUN	6875864	NOUN	Direct
10897	NOUN	8251744	NOUN	Direct
10898	ADJECTIVE	386156	ADJECTIVE	Direct
9959	VERB	1477088	VERB	Direct
109	NOUN	1198617	NOUN	Direct
10900	NOUN	5250442	NOUN	Direct
10901	NOUN	8776894	NOUN	Direct
10904	NOUN	13224646	NOUN	Direct
10905	NOUN	5546338	NOUN	Direct
10906	NOUN	15014564	NOUN	Direct
9843	NOUN	3613940	NOUN	Direct
10908	ADJECTIVE	723141	ADJECTIVE	Direct
10909	NOUN	14574867	NOUN	Direct
1091	NOUN	4785593	NOUN	Direct
10914	ADJECTIVE	2139727	ADJECTIVE	Direct
1092	ADJECTIVE	1638661	ADJECTIVE	Direct
10920	NOUN	7941270	NOUN	Direct
10921	NOUN	8596927	NOUN	Direct
10922	ADJECTIVE	3073681	ADJECTIVE	Direct
10923	NOUN	3026735	NOUN	Direct
10927	NOUN	8172785	NOUN	Direct
1093	ADVERB	50943	ADVERB	Direct
10930	ADVERB	160083	ADVERB	Direct
19790	ADJECTIVE	258973	ADJECTIVE	Direct
10934	NOUN	8222706	NOUN	Direct
10935	NOUN	4900546	NOUN	Direct
10936	NOUN	4003259	NOUN	Direct
10937	ADJECTIVE	3051356	ADJECTIVE	Direct
10938	NOUN	13479608	NOUN	Direct
10940	NOUN	3951635	NOUN	Direct
10941	ADJECTIVE	1260229	ADJECTIVE	Direct
10944	NOUN	8776753	NOUN	Direct
10946	NOUN	8794071	NOUN	Direct
10951	NOUN	11590141	NOUN	Direct
10955	NOUN	5074235	NOUN	Direct
10956	NOUN	4855134	NOUN	Direct
10957	NOUN	8877567	NOUN	Direct
10958	NOUN	14466488	NOUN	Direct
10959	NOUN	1042895	NOUN	Direct
1096	ADJECTIVE	983251	ADJECTIVE	Direct
10960	NOUN	11021064	NOUN	Direct
10961	NOUN	11039790	NOUN	Direct
10962	NOUN	9142657	NOUN	Direct
10963	NOUN	3589941	NOUN	Direct
10967	ADJECTIVE	2044511	ADJECTIVE	Direct
10968	NOUN	4113090	NOUN	Direct
10969	NOUN	13849467	NOUN	Direct
10970	NOUN	13114068	NOUN	Direct
10972	ADVERB	239003	ADVERB	Direct
10974	ADVERB	80599	ADVERB	Direct
10975	NOUN	4393404	NOUN	Direct
10976	NOUN	13170577	NOUN	Direct
10977	VERB	1222025	VERB	Direct
1098	NOUN	14033646	NOUN	Direct
10980	ADVERB	52235	ADVERB	Direct
19059	ADJECTIVE	2295824	ADJECTIVE	Direct
10987	VERB	1758531	VERB	Direct
10988	NOUN	5471202	NOUN	Direct
10995	NOUN	14437932	NOUN	Direct
10997	NOUN	6313070	NOUN	Direct
10999	ADJECTIVE	687874	ADJECTIVE	Direct
11	NOUN	4795687	NOUN	Direct
110	NOUN	6602210	NOUN	Direct
18897	VERB	225161	VERB	Direct
11004	ADJECTIVE	248569	ADJECTIVE	Direct
11005	NOUN	4392455	NOUN	Direct
11006	NOUN	5622145	NOUN	Direct
11007	NOUN	7721787	NOUN	Direct
11008	NOUN	7721787	NOUN	Direct
11010	ADJECTIVE	517776	ADJECTIVE	Direct
11011	NOUN	14846984	NOUN	Direct
11012	NOUN	14846984	NOUN	Direct
11014	ADJECTIVE	933363	ADJECTIVE	Direct
11015	ADJECTIVE	1055260	ADJECTIVE	Direct
11016	ADJECTIVE	1129112	ADJECTIVE	Direct
11017	ADJECTIVE	810664	ADJECTIVE	Direct
24224	NOUN	10735548	NOUN	Direct
11022	NOUN	9976547	NOUN	Direct
11023	NOUN	8190959	NOUN	Direct
11029	NOUN	3051890	NOUN	Direct
11030	ADJECTIVE	445459	ADJECTIVE	Direct
11031	ADJECTIVE	1032307	ADJECTIVE	Direct
11032	ADJECTIVE	1032307	ADJECTIVE	Direct
11034	NOUN	14476674	NOUN	Direct
11037	NOUN	3758578	NOUN	Direct
11038	NOUN	32028	NOUN	Direct
11039	NOUN	13565782	NOUN	Direct
1104	NOUN	4610461	NOUN	Direct
11040	VERB	609954	VERB	Direct
11041	VERB	1226330	VERB	Direct
11042	VERB	2588566	VERB	Direct
11046	NOUN	6342009	NOUN	Direct
11047	NOUN	471378	NOUN	Direct
